Artist,Song,Lyrics,Translated_Lyrics
Empyray,Անպարտելի (Anparteli),"Ինքդ քեզ հավատալով
Կոտրեցիր պատնեշն անտես
Որ կապանքն էր քո կյանքի
Դեմ առ դեմ կանգնած նորից
Երկրային խապկանքներին
Վեր հայացքդ պարզեցիր
 Հուրը հոգուդ անշեջ է
Սերը սրտիդ անվերջ
Անպարտելի ես
Ցավը կոտրած կամքով
Մահը հաղթած կյանքով
Անպարտելի ես
 Քեզ թվաց մի օր որ խենթ
Ճանապարհն այս վերջ չունի
Ու չունի արգելք սահման
Գիշերվա մի լույս բերած
Սլացար քամու թևով
Հեռուները անսահման
 Հուրը հոգուդ անշեջ է
Սերը սրտիդ անվերջ
Անպարտելի ես
Ցավը կոտրած կամքով
Մահը հաղթած կյանքով
Անպարտելի ես
 ","By believing yourself
Break the barrier disregard
That the bond was in your life
Face to face again
To earthly patches
You clarified the gaze
 Hour is soulful Selfless
Love in your heart endless
Are you invincible?
Pain with a broken will
Death to win life
Are you invincible?
 It seemed to you for a day that crazy
The road has no end
And has no obstacle limit
A light of the night
Sliding with wind wing
The fartheless
 Hour is soulful Selfless
Love in your heart endless
Are you invincible?
Pain with a broken will
Death to win life
Are you invincible?"
Empyray,Գտա Քեզ (Gta qez),"Ով է ասել որ լուռ է անձրևը
Ով է ասել որ անգույն են ստվերները
 Ես շարունակ շրջում եմ շրջում եմ
Ու վերջապես երջանկության քաղաքներից մեկում
 Գտա քեզ գտա քեզ
Սերն իմ հոգու կտամ քեզ
Ես կտամ քեզ
Ով ենք ասա ես առանց քեզ
Դու առանց ինձ
Ոչինչ
 Երբ հասկացար որ լույսն իմ անվերջ է
Երբ հասկացար որ ես քո նոր էջն եմ
 Ես շարունակ շրջում եմ շրջում եմ
Ու վերջապես երջանկության քաղաքներից մեկում
 Գտա քեզ գտա քեզ
Սերն իմ հոգու կտամ քեզ
Ես կտամ քեզ
Ով ենք ասա ես առանց քեզ
Դու առանց ինձ
Ոչինչ
 ","Who said that the rain is silent
Who said that the shadows are colorless
 I'm on a walk around I walk around
And finally in one of the cities of happiness
 I found you found you
Love will give you my soul
I will give you
Who We Tell I Without You
You without me
Nothing
 When you realized that the light is my endless
When you realized that I was your new page
 I'm on a walk around I walk around
And finally in one of the cities of happiness
 I found you found you
Love will give you my soul
I will give you
Who We Tell I Without You
You without me
Nothing"
Empyray,Քամուն ընդառաջ (Qamun yndaraj),"Ճանապարհը բաց է
Թե մի քայլ առաջ անես
Թե կասկածը քո մի կողմ թողնես
 Մեկ խելառ քամի ենք
Մեկ մթում լիալուսին
Կարևորը որ հասնենք լույսին
Հասնենք լույսին
 Քամուն ընդառաջ նետվում ենք սլանում ենք
Քամուն ընդառաջ ու էլ չկա արգելք
Քամուն ընդառաջ նետվում ենք սլանում ենք
Քամուն ընդառաջ նետվում ենք մենք
 Զարկերակն արագ է
Թե եռում է կյանքը մեր
Տես ազատ ենք մենք ու ահնամբեր
Մենք հաճախ ընկնում ենք
Բայց ոտքի կանգնում ենք մենք
Կարևորը որ լույսին հասնենք
Լույսին հասնենք
 Քամուն ընդառաջ նետվում ենք սլանում ենք
Քամուն ընդառաջ ու էլ չկա արգելք
Քամուն ընդառաջ նետվում ենք սլանում ենք
Քամուն ընդառաջ նետվում ենք մենք
 ","The road is open
Or do you take a step forward?
Will you leave your doubt aside?
 One crazy wind is
One darkening full moon
The important thing is to achieve the light
Let's get to the light
 We are throwing ahead of the wind
There is no ban on the wind
We are throwing ahead of the wind
We are throwing up ahead of us
 The pulse is fast
Behind the life of our
See We and Ahindoubets are free
We often fall
But we stand up. We
The important thing is to get to light
Let's get to the light
 We are throwing ahead of the wind
There is no ban on the wind
We are throwing ahead of the wind
We are throwing up ahead of us"
 Lav Eli,գտա քեզ երկնքում (gta kʻez erknkʻum ),"Գտա քեզ երկնքում
Հանգիստ քնի գրկում
 Ժպիտ էր քո դեմքին
Ու մանկություն էր քո հոգում
 Ես հասկացա Դա էր իմ փնտրածը
Քնից թանկ բան չկա կյանքում
 Ես հասկացա Դա էր իմ փնտրածը
Քնից թանկ բան չկա կյանքում
Հանդարտ քո գլխի տակ
Հոգնած կի թավջութակ
Պատմում էր որ մեր կյանքը ոսկու հոր է անհատակ
 Ես ասացի Թող մի կողմ կատակդ
 Քեզ այստեղ ով կհավատա
 Ես ասացի Թող մի կողմ կատակդ
 Քեզ այստեղ ով կհավատա
 Եվ ձեր հրճվանքը ինձ շատ խորթ է
Ձեր կուռքին ես չեմ դավանում
 Ով է այս երկար կյանքում հաջորդը
Որ արդեն էլ չի դիմանում
Էլ չի դիմանում
 Գտա քեզ երկնքում
Հանգիստ քնի գրկում
 Ժպիտ էր քո դեմքին
Ու մանկություն էր քո հոգում
 Ես հասկացա Դա էր իմ փնտրածը
Քնից թանկ բան չկա կյանքում
 Ես հասկացա Դա էր իմ փնտրածը
Քնից թանկ բան չկա կյանքում
 ",
 Lav Eli,Քո աչքերը/ Qo achqere (Qo achqere),"Քո աչքերը ինձ դարձրել են խելագար
Քո շուրթերը գինետուն են ինձ համար
 Երբ քայլում եմ քո կողքին
Դու քնքուշ ժպտում ես ինձ ասես
Լինեմ ես երազում
Քո ամեն հայացքից ես թռչում եմ երկինք
Եւ երկար երկիր չեմ իջնում
 Քո աչքերը ինձ դարձրել են խելագար
Քո շուրթերը գինետուն են ինձ համար
Քո աչքերը ինձ դարձրել են խելագար
Քո շուրթերը գինետուն են ինձ համար
 Ինձ զգում եմ անընդմեջ
Ոնց որ արջը մեղրի մեջ ու քեզ
Ամեն մարդ կասի
Որ կյանքի բերումով յոթը երգ գիտեմ
Եւ բոլոր յոթն էլ քո մասին
 Քո աչքերը ինձ դարձրել են խելագար
Քո շուրթերը գինետուն են ինձ համար
Քո աչքերը ինձ դարձրել են խելագար
Քո շուրթերը գինետուն են ինձ համար
 Միշտ շատերն ասում են ինձ
Վատ է այս տղան
Բայց քո չքնաղ աչքերին
Ես ոնց դիմանամ
Երազն այս երկնային թող ձգվի ինձ համար շատ երկար
շատ երկար
 Քո աչքերը ինձ դարձրել են խելագար
Քո շուրթերը գինետուն են ինձ համար
Քո աչքերը ինձ դարձրել են խելագար
Քո շուրթերը գինետուն են ինձ համար
 ","Your eyes have made me mad
Your lips are a winery for me
 When I walk with you
You tender smile tell me
I'm dreaming
I fly to heaven at all your sight
And I don't go down a long country
 Your eyes have made me mad
Your lips are a winery for me
Your eyes have made me mad
Your lips are a winery for me
 I feel a row
Like the bear in honey and you
Everyone will tell
That I know seven songs due to life
And all seven about you
 Your eyes have made me mad
Your lips are a winery for me
Your eyes have made me mad
Your lips are a winery for me
 Many always tell me
Bad this guy
But your wonderful eyes
I'm going to last
The dream of this heaven is stretched for me too long
very long
 Your eyes have made me mad
Your lips are a winery for me
Your eyes have made me mad
Your lips are a winery for me"
 Lav Eli,"Արևին, Արևին (Arevin, Arevin)","
Արևին Արևին երգեցի
Գիշերվա անլույս մթնում
Անկար հառաչով հուսահատ տենչացի
Ոսկի երկնային ու լազուր
 
 Արևին Արևին երգեցիր
Հերարձակ Լուսնի գրկում
Լուսազգեստ մի երազ ինձ երազեցիր
Կաթնարծաթն իմ ճերմակ ու մաքուր 
 
 Դու լալով իմ առջև ծնկեցիր
Դու լալով ինձնից երգ խնդրեցիր
Տվեցի ես քեզ քո երգերն իսկ դու
Իմ գրկում ուրիշին երգեցիր
 
 Ախ մոլորված շփոթված իմ հոգի
Քեզ պատառում են մարմինն ու ոգին
Ինձ այստեղ լքեցիր հուսահատ երգեցի
Դու չեկար  ու չկար
չեկար  չկար
չեկար չկար
Ինձ այստեղ լքեցիր հուսահատ երգեցի
Դու չեկար  ու չկար
Մի ելք չկար ինձ համար
 
 Արևին Արևին երգեցի
Գիշերվա անլույս մթնում
Բարձրաձայն փրկություն երկնաբարձ
կանչեցի
Անկումի հևասպառ մշուշում
 
 Արևին Արևին երգեցիր
Բայց եկար Լուսնի գրկում
Գտնելու ամոքում և սփոփանք և
հանգիստ
Քնի մեջ մարելու իմ գրկում
 
 Դու եկար քնի մեջ մարելու
Դու եկար ինձ ընդմիշտ փարվելու
Թե իմանայի որ անուրջ էր լույսս
Անուրջ էր լոկ քեզ լինելու 
 
 Ախ մոլորված շփոթված իմ հոգի
Քեզ պատառում են մարմինն ու ոգին
Ինձ այստեղ լքեցիր հուսահատ երգեցի
Դու չեկար  ու չկար
չեկար  չկար
չեկար չկար
Ինձ այստեղ լքեցիր հուսահատ երգեցի
Դու չեկար  ու չկար
Մի ելք գտնեմ ինձ համար
 ","I sang the sunshine
Night's bottomless darkening
An incertal longing desperate
Gold heavenly and lazim
 
 You sang the sunshine
Rightsome Moon's arms
Idddly dreamed of a dream
The milkyle is my white and pure
 
 You cried in front of me
You asked me a song from me
I gave you your songs while you
You sang someone else in my lap
 
 Oh is lost confused my soul
The body and the spirit are notified
I eaveed to me here
You didn't come and there was no
There was no noncomplage
There was no noncomplage
I eaveed to me here
You didn't come and there was no
There was no way out for me
 
 I sang the sunshine
Night's bottomless darkening
Loud salvation in the sky
I called
Falling Hashaki in Mistush
 
 You sang the sunshine
But you came to the moon's arms
Finding in the summer and consolation and
restful
In my lap to fade in sleep
 
 You came to fade in sleep
You came to me forever
Did I know that my light was?
It was day to be just going to be you
 
 Oh is lost confused my soul
The body and the spirit are notified
I eaveed to me here
You didn't come and there was no
There was no noncomplage
There was no noncomplage
I eaveed to me here
You didn't come and there was no
I'll find a way out for me"
 Lav Eli,Աշուն (Ashun),"Կարմրաշեկ այդ ծաղրածուն աշունը
Քշում է իր միականի հեծանիվը
Ւնչ ես ինձ հետ անում
Աշուն սրիկա աշուն
 Ես ծնվեցի որպես տերև դեղնած
Աշնան վերջին օրերն ապրող մի կորացած ծառի
Իր հուշերի հաշվին շնչող ուշակորույս ծառի
Այդ ծառի բեռան տակ անհույս կքած
 Տերևների մեջ հին և հնությամբ շնչող
Հին ու հանգած կրքերն են հոգնած քենով
Թունավորում ներկան ներարկելով անցյալը
Ներկելով ներկան անիրական վերքով
 Ու սանրվածքներն այս խորթ ու շարժումներն օտար
Ու հայացքներն դատարկ ոչինչ չասող
Ու գլուխներն այս հայացքներից դատարկ
Ողնաշարները կոր ու փայտ լսող
 Ու կառույցներն այս գորշ անշունչ անկիրք
Ու առևտուրն այս բիրտ ու անհեթեթ
Միթե չի մնացել մի գիրկ կարգին
Ուր կարելի լիներ նետվել
 Որտեղ որտեղ կորար իմ պատանի լուսե
Իմ աղջնակ հուրի արդյոք որտեղ կորաք
Եթե դուք դեռ դուք դեռ կարող եք ինձ լսել
Պոկեք ինձ այդ Աշնան անգութ գրկից
 Այս կրակները սուտ ուր ջերմությունը չիք
Ու փորերից ելնող հրճվանքն անասնական
Այս խնդությունը կեղծ ու սալյուտները սին
Միթե արդեն ոչինչ արդեն ոչինչ չկա
 Լոկ աղջիկներն մոմե և տղաներն այս բութ
Պիտի ծնեն երթեր մեղկ հորթերի հլու
Պիտի կոկորդ կրծեն մի ոսկորի սիրույն
Հարմար տեղի համար խեղդեն պիտ իրարու
 Կրկներգ
Որտեղ որտեղ կորար իմ պատանի լուսե
Իմ աղջնակ փերի արդյոք որտեղ կորաք
Եթե դուք դեռ դուք դեռ կարող եք ինձ լսել
Պոկեք ինձ այդ Աշնան անգութ գրկից 
 Ուր ուր է գլորվում այս անհեծան անիվը
Մի մայր ու բյուրավոր անհայր որբեր
 Այս հողը երգված ներկված արյամբ
Խռոված հողն այս մարմինների մարմին
Սպասում է երբ պիտի քոչի վերջին
Խեղված տարաբախտ խառնածինը
 Գիտեմ պետք է լինել ուրախ պիտի երգեր երգել
Պետք է հրճվել ու գովերգել ներկան
Որ կենդանի ենք դեռ այս եզերքում խղճուկ
Որ ուտելու հաց ու խմելուջուր դեռ կա
 Կարմրաշեկ այդ ծաղրածուն աշունը
Քշում է իր միականի հեծանիվը
Ւնչ ես ինձ հետ անում
Աշուն սրիկա աշուն
 ","Marmhakek that clown autumn
Drives his united bike
You do with me
Autumn rogue autumn
 I was born as a leaf yellow
Light days living in the last days of autumn
A late-law tree breathtaking at the expense of his memories
Hopelessly under the burden of that tree
 In the leaves of old and oldest
The old and religious passions are tired of Kenov
Poisoning present injecting the past
Painting the present with an unreal wound
 And hairstyles These alien and movements are foreign
And views that make it blank
And heads blanks from these views
Spines curved and wood listener
 And structures this gray lifeless gain
And the trade this brute and absurd
Wasn't there left in a book?
Where can be thrown into
 Where where is my teeny light?
My Girl Huri Has Where Are You Corner
If you still you can still hear me
Tear me out of that autumn of the ruthless hug
 These flames lie to lie ur warmth
And the delight of the diggery is an animal
This request false and saluters Sin
Is there nothing already?
 Located girls wax and boys in this blunt
Should marches be borne by the horns of the calf
Should throat breath a bone's handsome
Suitable for place to choke piet
 Chorus
Where where is my teeny light?
My Girl's Fairy Whether Corner
If you still you can still hear me
Tear me out of that autumn of the ruthless hug
 Where is this unknown wheel roll?
One mother and bureau
 This land is sung by painted blood
The pounded land of these bodies
Waiting when Kochi's last
Disturbed crowd blunt
 I know it should be happy to sing songs
You have to rejoice and praise the present
That we are alive still in this edge of miserable
That there is still bread and drinking to eat
 Marmhakek that clown autumn
Drives his united bike
You do with me
Autumn rogue autumn"
 Lav Eli,Սկիզբը (Skizby),"Երբ սկիզբը սկսվեց
Երբ հպարտ էր երկինքը
Ինչքան լավ էր ձեզ հետ
Հպվելը հրճվանք
Քայլերը թռիչք էին
Մեզ ինչը կարող էր պահել
 Ջահել արյան հավատ կրակ ու կիրք
Անկեղծ հպարտ ուրախ ու մի քիչ գիժ
Լավն էր սկիզբը
 Սկիզբը բոլոր դռների բանալին էր
Եվ դա ճիշտ էր գուցե
Ափսոս որ միայն
Շատ ուշ հասկացանք մենք
Դռներ կային որ պետք չէր բացել
 Ջահել արյան հավատ կրակ ու կիրք
Անկեղծ հպարտ ուրախ ու մի քիչ գիժ
Լավն էր սկիզբը
 Ինչ եղավ մեզ մենք որ սկբում այնքան լավն էինք
Սխալ էր միմյանց այդքան մոտիկից ճանաչելը
Ինչքան ցավ ենք ցանել մեր ձեռքով
Ցանել ու անցել ենք դարձել ենք փորձել ենք
Մարել մեր սկիզբը
 ","When the beginning began
When the sky was proud
How good was it with you
Touch to delight
Steps were flying
What we could keep us
 Heaven blood faith Fire and passion
Sincere proud happy and a little crazy
Was good at the beginning
 The beginning was the key to all door
And that was true
Pity that only
We understood very late we
There were doors that didn't need to open
 Heaven blood faith Fire and passion
Sincere proud happy and a little crazy
Was good at the beginning
 What happened to us? Which scbes were we so good
It was wrong to recognize each other so close
How much pain we have sowed by our hands
Sprinkle and have gone through we have tried to try
Extinguish our beginning"
 Lav Eli,Անձրևաշուն (Andzrevashun),"Ճանապարհ ընկա
գնացի այս աշխարհի
Անհանգիստ ու չորս
ամենամութ անկյունները
 ","I went on a road
I went to this world
Restless and four
darkest corners"
 Lav Eli,Աղջիկները չունեն (Aghjiknery chunen),"Աղջիկները խելք չունեն
Դա վաղուց են ինձ ասել
Նրանց իմ հմայքը միշտ
Շատ դժվար է տեղ հասել
Բայց դու իմ ձեռքից չես պրծնելու
 Գուցե ես թշվառ եմ շատ
Կամ էլ ուժս չի պատում
Քո կրծքին ես տեղ չունեմ
Եվ ստիպված գնում եմ տուն
 Քար եմ ես ինչոր մեկի երիկամներում
Ինձ ճնշում են ու սպասում երբ եմ դուրս գալու
 
Թեկուզ դառնաս դու ծառ 
Կամ ինչոր կենդանի
Ես ոչ մի արգելքի 
Առջև կանգ չեմ առնի
Ինձ չի հուզել երբեք 
Թե ինչ կա քո մտքին
Եթե ինձ չսիրես 
Կուտեմ քո տատիկին
 Երբ քնում եմ երազում
Վատ բաներ եմ տեսնում ես
Թե երազս քեզ պատմեմ
Ինձ հաստատ կկործանես
Նույնիսկ կխեղդես ինձ Սևանում
 Փող չունեմ բայց շատ է պետք
Շատ գործեր կան անելու
Թե Աստծով մենք միանանք
Քեզ ու խոզ եմ պահելու
 Քար եմ ես ինչ որ մեկի երիկամներում
Ինձ ճնշում են ու սպասում երբ եմ դուրս գալու
 
 ","Girls don't have a mind
It's been to me for a long time
Their my charm always
It is very difficult to arrive
But you will not escape my hand
 Maybe I'm miserable too much
Or does not cover my strength
I have no place on your breast
And I have to go home
 I am a stone I'm in one's kidneys
I'm pressured and waiting for when I'm going out
 
Even though you become a tree
Or something alive
I have no ban
I will not stop in front
I didn't make me touching
What is your mind?
If you don't love me
I'll eat your grandmother
 When I sleep in a dream
I see bad things
Or I'll tell you my dream
I will definitely cause me
Even you will bump me in Sevan
 I don't have any money but need a lot
There are many things to do
Before God we have joined
I will keep you and a pig
 I'm a stone in someone's kidneys
I'm pressured and waiting for when I'm going out"
 Lav Eli,Ես ձեզ պես չեմ (Es Dzez Pes Chem),"Ես ձեզ պես չեմ 
Ես ուրիշ եմ
Դուք ուրիշ եք
Քանի անգամ եմ ցանկացել ես նետել դա ձեր դեմքին
Ինչքան տանջանքով ու ցավով է լցրել իմ հոգին
 Որ ես ձեզ պես չեմ
Դուք ինձ պես չեք
Որ ես ձեզ պես չեմ
Դուք ինձ պես չեք
 Ինչքան շնորհակալ եմ Աստծուն որ ես ձեզ պես չեմ
Ինչքան հրաշալի է հնչում որ ես ձեզ պես չեմ
Ես այնքան հաճելի աշխարհներ ունեմ
Ուր ձեզ տեղ չկա ուր ես եմ միայն
Ես մենակ եմ այնտեղ
Ես այնքան եմ մենակ
 Ինչպես կարող եմ ներել Աստծոն
Հավատալ նրան ու նրա արդարությանը
Հանձնված խնամքի սեփական մենությանը 
Հավատալ նրան ու նրա արդարությանը
Հանձնված խնամքի սեփական մենությանը
 Ես ձեզ պես չեմ 
Ես ուրիշ եմ
Դուք ուրիշ եք
Քանի անգամ եմ ցանկացել ես նետել դա ձեր դեմքին
Ինչքան տանջանքով ու ցավով է լցրել իմ հոգին
 Որ ես ձեզ պես չեմ
Դուք ինձ պես չեք
Որ դու մեզ պես չես
Մենք քեզ պես չենք
 ","I'm not like you
I am another
You are different
How many times have you wanted to throw it on your face
How much torment and pain has filled my soul with pain
 That I am not like you
You are not like me
That I am not like you
You are not like me
 How grateful to God I am not like you
How wonderful it sounds like I'm not like you
I have so many nice worlds
Where there is no room where I am only
I am alone there
I'm so alone
 How can I forgive God?
To believe him and his righteousness
Handed care of one's own loneliness
To believe him and his righteousness
Handed care of one's own loneliness
 I'm not like you
I am another
You are different
How many times have you wanted to throw it on your face
How much torment and pain has filled my soul with pain
 That I am not like you
You are not like me
That you are not like us
We are not like you"
 Lav Eli,Փողը (Poghy),"Ընտանեկան պատերի ցեմենտը փողը
Խարիսխ է նետել իմ գլխում
Զարթուցիչ է դարձել լարված անպատեհ ժամերի
Սիրո հաճելի լրացումը փողը
Խորիմաստ առակներ է պատմում
Իսկ ես միշտ եղել եմ հեքիաթի կողմնակից
 Իմ չունեցած ազատությունն է փողը
Իմ չտեսած աշխարհն է փողը
Իմ ընտանեկան վեճերն է փողը
Իմ չունեցած աղջիկներն է փողը
 Իմ անարդար ստորացումն է փողը
Իմ չստացած կրթությունն է փողը
Իմ սիրելի թշնամին է փողը
Իմ ատելի բարեկամն է փողը
փողըփողըփողըփողըփողը
 Ունայնություն է երգում ժողովողը որ փողն էլ ունայն է
Բայց ես չեմ կարող դեն նետել այն ինչ չունեմ
Ինչքան կձգեմ ես իմ Ֆեմելի զսպանակը
Հարգելի Հերակլիտ պետք է փողը փորձել
 Իմ չսիրած աշխատանքն է փողը
Իմ չտված նվերներն է փողը
Իմ պակասող ձեռքերն է փողը
Իմ թերարժեք օգնութունն է փողը
փողըփողըփողըփողըփողը
 ","The cement of family walls is money
Anchor throw in my head
Alarm clock has become a tense of timeless hours
Love nice addition money
It tells the story of profound ads
And I have always been a fairy-tale supporter
 I have no freedom that is money
The world I have seen is the money
My Family Disputes is Money
The girls I don't have the money
 My unjust humiliation is the money
My unsolicited education is the money
My dear enemy is the money
My hateful friend is the money
Theorifier
 The congregation sings vanity that money is vain
But I can't throw away what I don't have
How much I will go to my Femel spring
Dear Heraclite Must True Money
 My unsure work is the money
My unpaid gifts is the money
My missing hands is the money
My inferior assistance is the money
Theorifier"
 Lav Eli,Դե Գնա (De Gna),"Միթե դու գիտես
Որ ես քեզ
Մի փորձիր ընդհատել
Միթե այն անգամ
Չզգացիր
Փաթաթվիր չմրսես սիրելիս
 Չես հիշում այս ժպիտը քո
Ջերմ հայացքդ իմ աչքերին հառված
Չես հիշում դու այն խենթ երեկոն
Երբ ես և դու
 Դե գնա դե գնա
Չեմ ուզում ես լինել քո ձեռքին մի խաղալիք
Դե գնա դե գնա
Կհիշես հետո ժպիտը քո հայացքը իմ
 Կար ժամանակ երբ ես ապրում էի քեզնով
Կար ժամանակ երբ ես փնտրում էի քեզ 
Կար ժամանակ երբ իմ երազը կարծես
Դառնում էր հուր ու բոցկլտում կյանքով
 Դե գնա դե գնա
Կհիշես հետո ժպիտը քո հայացքը իմ
Դե գնա դե գնա
Չեմ ունենա քո փափագած բալիկն ինձանից
 Դու դեռ շատ կզգաս
Գիրկն ամուր
Քեզ սիրողտատիկիդ
Քեզ դեռ շատ կայրի
Շունչը տաք
Քո սիրունկատվիկի
 Չես հիշում այս ժպիտը քո
Ջերմ հայացքդ իմ աչքերին հառված
Չես հիշում դու այն խենթ երեկոն
Երբ ես և դու
 Դե գնա դե գնա
Չեմ ուզում ես լինել քո ձեռքին մի խաղալիք
Դե գնա դե գնա
Կհիշես հետո ժպիտը քո հայացքը իմ
 Դե գնա դե գնա
Չեմ ուզում ես լինել քո ձեռքին մի խաղալիք
Դե գնա դե գնա
Կհիշես հետո ժպիտը քո հայացքը իմ
 ","Do you know?
That I
Don't try to interrupt
Is it even that
Didn't feel it
Wrap unlucky
 Don't you remember this smile?
Warm gaze in my eyes
Don't you remember you crazy evening
When you and you
 Well go well
Don't want to be in your hands a toy
Well go well
Will you remember after the smile your gaze?
 There was a time when I lived with you
There was a time when I was looking for you
There was a time when my dream looks like
Was becoming a fire and flushing life
 Well go well
Will you remember after the smile your gaze?
Well go well
I won't have your favorite baby from me
 You still feel too much
The arm is tight
You love you
You still have a lot of stuff
Breath hot
Your Wordwave
 Don't you remember this smile?
Warm gaze in my eyes
Don't you remember you crazy evening
When you and you
 Well go well
Don't want to be in your hands a toy
Well go well
Will you remember after the smile your gaze?
 Well go well
Don't want to be in your hands a toy
Well go well
Will you remember after the smile your gaze?"
Silva Hakobyan,Ուշածելեմ Եմ (Ushatsel Em),"Մի օր սիրտս քեզնից նեղացավ
Թողեց հեռացավ անհիմն
Մոտիկ մարդու սուտը ճիշտ դարձավ
Կյանքս դառնացավ անհիմն
 Մեզ բաժանողի սրտում հիմա մի տոն է տես
Ավելին ասեմ նա քեզ համար դարձել է կյանքի կես
 Ուշացել եմ ես արդեն
Իմ սխալը ոնց հարթեմ
Թե կուզես երդվեմ որ սիրում եմ միայն քեզ
Ուշացել եմ ես արդեն
Իմ սխալը ոնց հարթեմ
Ոնց սիրտս խաբեմ որ սիրում եմ միայն քեզ
 Սիրել եմ կսիրեմ
Սիրել եմ կսիրեմ
 Ամեն անգամ իրար տեսնելիս
Շփոթվում ենք միշտ անձայն
Թե իմ թե քո սիրուց խոսելիս
Համարում ենք այն անցյալ
 Իմ հպարտությունն ինձ խանգարեց որ քեզ ներեմ
Իսկ հիմա արդեն շատ ուշ է չեմ կարող քեզ ետ բերել
 Ուշացել եմ ես արդեն
Իմ սխալը ոնց հարթեմ
Թե կուզես երդվեմ որ սիրում եմ միայն քեզ
Ուշացել եմ ես արդեն
Արանց քեզ ես ոնց ապրեմ
Ոնց սիրտս խաբեմ որ սիրում եմ միայն քեզ
 Ուշացել եմ ես
Ուշացել եմ ես
 Սիրել եմ կսիրեմ
Սիրել եմ
 ","One day my heart was offended by you
Left away left unreasonable
The lying of a close person became right
My life became unfounded
 See a holiday in the heart of us now
Let me say that he has become half of life for you
 I'm late I already
How to smooth my mistake
Would you only love you love you only?
I'm late I already
How to smooth my mistake
How my heart deceive that I love you only
 I love I will love
I love I will love
 Every time you see each other
We are always confused
Whether speaking or talking out of your love
We consider it past
 My pride hurt me that I would be forgiven
And now I can't get you back too late
 I'm late I already
How to smooth my mistake
Would you only love you love you only?
I'm late I already
Do you like you?
How my heart deceive that I love you only
 I'm late I
I'm late I
 I love I will love
I have loved"
Silva Hakobyan,Սասնա Պար (Sasna Par),"Դը քելե հայ դը քելե
Դը քելե քելե քելե
Ափ զարկե ծափ զարկե
Թող թնդա պարը
Դը քելե հայ դը քելե
Դը քելե քելե քելե
Աջ զարկե ձախ զարկե
Թող թնդա պարը
 Արևն ելավ սարեն
Զուռնան փչեց քարեն
Դհոլ զարկեց ժայռեն
Բախ տա ռուպ տապ ռու պապ տա տուպ տա
Սասնա պարը հնչեց
Զուռնան անուշ կանչեց
Դհոլն ուժգին զարկեց
Բախ տա ռուպ տապ ռու պապ տա տուպ տա
 Հեյ հեյ հեյ սարեր ջան 
Ձեզ ղուրբան 
Ձեր ոգին մեր մեջ է
 ԿՐԿՆԵՐԳ
Դը քելե հայ դը քելե
Դը քելե քելե քելե
Ափ զարկե ծափ զարկե
Թող թնդա պարը
Դը քելե հայ դը քելե
Դը քելե քելե քելե
Աջ զարկե ձախ զարկե
Թող թնդա պարը
Գտեք նաև այլ երգերի բառեր ում
Մասիս սարի լանջին
Արագածի փեշին
Գյոնդ բռնենք միասին
Բախ տա ռուպ տապ ռու պապ տա տուպ տա
Մուշն ու Սասուն կանգնեք
Ու ուսուսի զարկենք
Դհոլզուռնա ածենք
Բախ տա ռուպ տապ ռու պապ տա տուպ տա
 Հեյ հեյ հեյ սարեր ջան 
Ձեզ ղուրբան 
Ձեր ոգին մեր մեջ է
 ԿՐԿՆԵՐԳ
Դը քելե հայ դը քելե
Դը քելե քելե քելե
Ափ զարկե ծափ զարկե
Թող թնդա պարը
Դը քելե հայ դը քելե
Դը քելե քելե քելե
Աջ զարկե ձախ զարկե
Թող թնդա պարը 
 ","De Kele Armenian de Kelle
De Kele Kele Kele
Shell pasted
Let the fucking dance
De Kele Armenian de Kelle
De Kele Kele Kele
Right pulse left hit
Let the fucking dance
 The sun went out to Saren
Zurna blew the stone
Dhol stripped rocken
Bach Ta Rupan Tap Ru Pope Ta Toup
Sasna dance sounded
Zurna called her sweet
Dhol of Strongly Pull
Bach Ta Rupan Tap Ru Pope Ta Toup
 Hey Hey Hey Mountains
You Ghurban
Your spirit is in us
 Chorus
De Kele Armenian de Kelle
De Kele Kele Kele
Shell pasted
Let the fucking dance
De Kele Armenian de Kelle
De Kele Kele Kele
Right pulse left hit
Let the fucking dance
Also find other songs of other songs
On the slope of Masis Mountain
Aragats's skirt
Gyten hold together
Bach Ta Rupan Tap Ru Pope Ta Toup
Mush and Sasun stand
And we will strike in toe
Dhol jet
Bach Ta Rupan Tap Ru Pope Ta Toup
 Hey Hey Hey Mountains
You Ghurban
Your spirit is in us
 Chorus
De Kele Armenian de Kelle
De Kele Kele Kele
Shell pasted
Let the fucking dance
De Kele Armenian de Kelle
De Kele Kele Kele
Right pulse left hit
Let the fucking dance"
